Sex,MaritalStatus,Age,Education,Occupation,YearsInSf,DualIncome,HouseholdMembers,UnderEighteen,HouseholdStatus,TypeOfHome,EthnicClass,Language,Income
two,two,four,three,two,two,one,two,zero,two,two,three,one,five
two,five,two,three,four,five,one,two,zero,two,three,seven,unknown,four
one,one,four,five,one,five,two,three,one,one,one,seven,one,nine
one,one,three,four,seven,five,two,two,zero,two,two,seven,one,seven
one,one,six,five,eight,five,three,two,zero,one,one,seven,one,eight
one,five,two,five,seven,five,one,two,zero,three,unknown,seven,one,six
two,five,one,unknown,six,five,one,six,four,three,one,five,unknown,one
two,five,one,unknown,six,five,one,five,three,three,one,three,unknown,one
one,five,one,unknown,six,five,one,three,two,three,one,three,unknown,one
one,five,one,unknown,six,five,one,four,two,three,one,seven,unknown,one
two,three,three,four,six,five,one,one,zero,two,unknown,seven,one,two
one,one,six,five,one,five,two,two,zero,unknown,one,three,one,eight
one,one,three,five,one,five,two,three,one,one,one,seven,one,seven
two,one,four,five,one,five,two,two,zero,one,one,seven,one,eight
two,one,five,five,one,five,two,two,zero,two,three,seven,one,eight
one,three,four,three,three,five,one,one,zero,two,three,seven,one,five
two,three,four,four,two,five,one,one,zero,two,three,seven,one,three
one,five,two,three,six,four,one,unknown,zero,two,three,seven,unknown,one
two,one,four,four,two,five,two,four,two,one,one,seven,one,five
one,three,four,four,four,four,one,one,zero,two,two,one,one,four
two,one,five,five,seven,five,one,three,zero,one,one,seven,one,seven
two,one,five,six,seven,five,one,four,one,one,one,seven,one,seven
two,two,six,five,eight,one,three,two,zero,one,three,seven,one,eight
one,two,six,five,eight,five,one,two,zero,one,one,seven,one,eight
two,one,six,five,eight,five,three,four,zero,one,one,seven,one,eight
two,one,six,five,eight,five,one,two,zero,one,one,unknown,one,eight
one,two,three,five,one,five,one,four,one,two,two,seven,one,eight
one,five,two,five,four,five,one,four,one,two,three,seven,one,four
one,one,seven,five,eight,five,one,five,two,one,one,seven,one,eight
two,one,two,three,four,five,two,four,zero,two,three,seven,one,seven
two,one,five,five,four,five,two,four,zero,one,one,seven,one,seven
one,one,three,five,unknown,five,one,unknown,zero,one,one,seven,one,eight
two,one,seven,five,eight,five,one,two,zero,one,one,seven,one,eight
one,one,seven,five,eight,five,one,two,zero,one,one,seven,one,nine
two,four,seven,five,eight,five,one,one,zero,one,one,seven,one,seven
one,one,four,four,seven,two,two,two,zero,one,one,seven,one,eight
two,three,three,four,four,five,one,two,one,two,three,three,one,four
two,five,one,one,unknown,four,one,two,one,three,three,three,one,one
one,five,three,four,one,one,one,unknown,zero,two,three,seven,one,four
two,one,three,four,one,five,two,four,one,two,three,three,one,five
two,five,one,one,unknown,two,one,three,zero,three,one,five,one,one
one,five,three,six,six,five,one,six,three,two,three,three,one,four
two,five,two,three,two,four,one,unknown,zero,two,unknown,seven,unknown,one
two,five,three,four,nine,five,one,two,zero,one,five,seven,one,one
two,five,two,three,five,five,one,two,one,two,three,three,one,one
one,two,two,four,two,five,one,two,zero,two,three,seven,one,four
two,five,two,three,two,four,one,two,zero,two,three,seven,unknown,three
one,one,four,four,one,five,two,two,zero,one,one,three,unknown,seven
two,one,four,four,two,five,two,two,zero,one,one,three,unknown,five
two,four,seven,three,eight,five,one,one,zero,two,three,seven,unknown,three
one,four,seven,three,eight,five,one,one,zero,two,four,seven,unknown,four
one,unknown,five,five,one,four,two,three,one,one,two,seven,one,six
two,unknown,five,four,four,unknown,two,four,two,one,one,seven,one,five
two,unknown,five,four,four,unknown,two,five,two,one,one,seven,one,six
two,unknown,five,five,one,five,two,five,three,one,two,seven,one,four
one,five,one,two,six,five,one,four,two,three,one,seven,unknown,one
two,five,one,two,six,four,one,five,two,three,one,seven,unknown,one
one,five,one,two,six,four,one,three,zero,three,one,seven,unknown,one
one,five,one,two,six,three,one,three,one,three,three,seven,unknown,one
two,five,one,two,six,four,one,two,one,three,three,seven,unknown,one
one,unknown,three,five,three,five,one,one,zero,two,three,seven,unknown,four
one,unknown,three,four,nine,five,one,two,zero,two,two,seven,one,one
one,unknown,three,four,seven,four,one,one,zero,unknown,unknown,three,unknown,four
two,five,one,unknown,six,four,one,four,two,three,one,seven,unknown,one
two,three,three,four,six,five,one,one,zero,two,unknown,seven,one,two
one,unknown,three,four,six,five,one,one,zero,three,unknown,five,unknown,four
one,five,three,three,three,five,one,one,zero,two,three,seven,one,four
one,two,two,five,four,five,one,five,one,one,one,seven,one,seven
two,five,one,two,six,five,one,three,two,three,three,seven,one,one
two,five,one,one,six,five,one,unknown,zero,three,one,five,one,one
two,five,two,three,seven,one,one,one,zero,unknown,five,seven,one,one
two,three,five,four,one,five,one,unknown,zero,one,one,seven,one,four
two,five,one,one,six,five,one,three,one,three,five,seven,one,one
two,five,two,three,six,five,one,five,three,three,one,five,one,eight
two,one,seven,four,eight,five,three,two,zero,one,one,seven,one,six
one,one,seven,two,eight,five,three,two,zero,two,three,seven,one,six
two,one,seven,three,five,five,three,two,zero,one,two,seven,one,six
two,three,seven,six,one,two,one,one,zero,one,two,seven,one,seven
one,one,seven,three,eight,five,three,two,zero,two,one,seven,one,five
two,five,two,four,six,five,one,unknown,zero,three,three,one,one,one
one,one,three,four,four,five,two,four,two,one,one,three,one,six
two,two,three,five,one,five,one,two,zero,two,three,seven,one,six
two,one,three,four,one,four,three,three,one,two,three,seven,three,five
one,two,three,four,one,five,one,two,zero,two,three,seven,one,five
two,two,three,four,four,five,one,two,zero,two,three,seven,one,three
two,one,three,three,four,five,two,four,two,two,one,three,one,one
two,one,four,five,five,five,three,four,two,one,one,seven,one,seven
one,three,two,three,seven,one,one,one,zero,two,three,seven,one,two
two,five,two,four,six,three,one,four,zero,two,one,seven,one,one
two,four,seven,four,one,five,one,one,zero,two,three,seven,one,five
one,one,six,five,one,five,two,two,zero,one,one,five,one,eight
two,three,five,six,one,three,one,two,one,two,three,seven,one,six
two,three,five,four,four,five,one,three,zero,one,one,seven,one,four
two,one,four,three,four,five,two,four,two,one,three,eight,one,seven
one,five,three,four,two,five,one,one,zero,two,one,five,one,two
one,five,three,five,nine,two,one,four,zero,two,three,six,three,one
two,three,three,three,five,five,one,three,two,two,one,one,one,one
one,five,two,three,seven,two,one,two,zero,two,three,seven,one,two
two,five,one,one,six,four,one,five,two,three,two,two,three,one
two,five,one,one,six,five,one,six,four,three,one,five,one,one
two,five,one,one,six,two,one,five,two,three,unknown,two,one,one
one,five,three,three,seven,one,one,unknown,zero,two,three,seven,one,three
two,five,one,one,six,five,one,five,two,three,one,seven,one,one
two,five,one,one,six,five,one,three,two,three,three,seven,one,one
two,five,one,one,six,four,one,four,two,three,one,two,three,one
one,five,two,three,two,unknown,one,two,zero,two,three,seven,one,four
one,three,six,six,one,five,one,two,zero,two,three,seven,one,seven
one,five,two,four,one,five,one,eight,two,one,one,five,one,nine
one,five,two,three,two,unknown,one,three,zero,three,one,five,one,one
two,five,three,four,six,two,one,one,zero,two,three,seven,one,four
one,five,one,one,nine,four,one,four,two,two,five,seven,one,nine
two,five,two,four,six,five,one,three,zero,three,one,seven,one,seven
two,five,one,one,six,five,one,five,three,three,one,three,one,one
two,three,six,three,four,five,one,five,three,one,unknown,three,one,five
one,one,six,two,three,five,two,three,zero,one,two,seven,one,four
one,five,one,two,six,two,one,eight,six,three,one,six,one,one
one,five,one,two,six,five,one,eight,six,three,one,six,one,one
two,five,one,two,six,five,one,five,three,three,one,two,one,one
two,five,one,one,nine,five,one,five,two,three,one,one,one,nine
one,five,one,one,six,two,one,seven,five,three,three,two,three,one
one,five,two,unknown,six,two,one,four,zero,unknown,one,seven,one,one
one,five,two,three,seven,one,one,one,zero,unknown,five,seven,one,two
one,five,two,three,seven,two,one,one,zero,unknown,five,seven,one,one
one,five,two,three,seven,two,one,five,two,three,three,three,one,two
two,one,two,three,four,one,two,two,zero,two,three,seven,one,five
one,five,two,three,seven,one,one,one,zero,three,one,seven,one,one
two,five,two,four,two,four,one,three,zero,one,five,two,one,four
two,two,two,four,six,five,one,three,zero,two,three,three,one,two
two,one,three,four,one,five,two,two,zero,one,one,seven,one,eight
two,one,three,four,five,unknown,three,four,two,one,one,seven,one,seven
two,three,three,four,one,five,one,two,zero,one,two,three,one,six
two,one,three,four,six,three,two,five,three,two,three,three,one,four
two,one,three,four,four,five,two,three,one,two,one,seven,one,four
one,five,three,five,nine,five,one,two,zero,one,one,three,one,one
one,one,three,five,four,five,two,two,zero,one,one,two,one,eight
one,five,three,six,one,three,one,one,zero,two,two,seven,one,seven
two,one,three,three,one,two,three,five,three,two,five,seven,one,three
two,two,three,five,one,four,two,two,zero,one,two,seven,one,nine
two,one,three,five,one,four,two,unknown,zero,one,one,seven,one,eight
one,five,three,three,four,two,one,one,zero,one,one,seven,one,six
two,five,three,four,one,five,one,unknown,zero,two,unknown,seven,one,three
one,one,three,five,one,four,two,two,zero,two,three,seven,one,six
one,three,three,three,two,five,one,one,zero,two,three,seven,one,four
two,one,three,two,five,five,two,four,two,one,one,seven,one,six
one,five,three,three,nine,five,one,one,zero,unknown,one,seven,one,one
two,three,three,four,four,five,one,three,two,one,one,three,one,three
two,four,four,six,four,five,one,one,zero,two,three,seven,one,four
two,one,four,four,five,five,three,four,two,one,one,seven,unknown,eight
two,one,four,four,one,five,two,six,four,two,one,eight,one,six
one,three,four,three,seven,two,one,one,zero,two,three,seven,one,four
two,one,four,six,one,five,two,three,one,one,one,seven,one,nine
two,one,four,three,four,five,two,two,zero,one,one,seven,unknown,seven
two,five,four,six,one,five,one,three,zero,one,one,seven,one,seven
two,three,four,four,nine,unknown,one,one,zero,one,one,seven,unknown,two
two,three,four,three,one,three,one,one,zero,two,one,seven,one,eight
two,unknown,four,two,two,five,three,three,two,two,three,seven,one,one
two,one,four,six,five,five,three,four,two,one,one,seven,one,six
one,two,four,six,one,unknown,one,two,zero,one,one,seven,one,nine
one,one,four,six,one,two,two,four,two,two,two,seven,one,eight
one,one,four,four,one,five,two,three,one,two,one,eight,one,eight
two,one,four,five,two,five,two,three,one,one,one,seven,one,nine
two,one,four,four,five,three,three,five,two,two,one,seven,two,eight
two,one,five,six,one,five,two,two,zero,one,one,seven,one,eight
two,three,five,four,one,five,one,one,zero,two,five,seven,one,six
two,five,five,four,one,five,one,two,zero,three,five,seven,one,six
two,one,five,five,one,unknown,two,two,zero,one,one,seven,one,eight
two,two,five,four,four,five,one,two,zero,two,five,seven,one,five
two,two,five,four,one,five,one,two,zero,one,one,seven,one,six
two,three,five,four,four,two,one,one,zero,two,three,seven,one,four
two,one,six,three,five,five,three,seven,two,one,one,seven,one,six
two,three,six,four,three,five,one,one,zero,two,three,seven,one,two
two,four,six,four,eight,five,one,one,zero,one,unknown,seven,one,four
two,four,seven,five,four,five,one,one,zero,one,two,seven,one,two
one,one,seven,three,four,four,three,two,zero,two,three,two,three,one
two,four,seven,six,eight,four,one,one,zero,one,two,seven,one,eight
two,three,three,three,five,four,one,unknown,zero,three,one,seven,one,seven
two,one,five,five,one,five,two,one,zero,one,one,seven,one,nine
two,five,one,one,two,unknown,one,five,two,three,one,three,one,two
two,five,one,two,six,three,one,four,two,three,one,three,one,one
one,five,one,two,six,four,one,three,one,three,five,seven,one,one
one,five,one,two,six,five,one,unknown,zero,three,one,seven,one,one
one,five,one,two,seven,two,one,one,zero,one,five,seven,one,one
one,five,one,one,six,five,one,six,zero,three,unknown,seven,one,one
two,five,one,two,six,three,one,two,one,three,three,seven,one,one
two,five,one,two,six,five,one,unknown,zero,three,unknown,seven,one,one
two,five,one,two,three,three,one,five,two,three,three,two,one,two
one,five,two,unknown,six,five,one,seven,three,three,one,seven,one,one
one,five,two,four,seven,one,one,unknown,zero,unknown,five,seven,one,two
two,five,two,two,six,four,one,two,zero,two,three,six,one,three
two,five,three,four,four,five,one,two,one,two,one,three,one,three
one,five,four,four,two,unknown,one,two,zero,two,three,seven,one,two
one,one,four,two,three,five,one,unknown,zero,unknown,unknown,five,two,four
one,three,five,six,one,five,one,one,zero,two,three,seven,one,seven
two,one,five,six,one,two,two,two,zero,one,two,one,one,eight
two,one,five,three,eight,five,three,three,zero,one,one,seven,one,eight
two,one,five,two,four,five,two,two,zero,one,one,seven,one,seven
two,three,five,five,one,two,one,one,zero,two,three,seven,one,five
two,one,six,three,eight,five,three,two,zero,one,two,seven,one,six
two,four,seven,three,eight,five,one,one,zero,two,three,seven,one,two
two,one,seven,four,eight,unknown,three,two,zero,unknown,one,seven,three,six
one,five,two,four,six,five,one,four,one,three,one,seven,one,one
two,five,four,six,one,five,one,one,zero,two,three,seven,one,six
two,three,four,three,four,five,one,one,zero,two,three,seven,one,four
two,one,five,five,one,five,two,two,zero,one,two,seven,one,nine
two,one,five,four,four,five,two,two,zero,one,one,seven,one,eight
two,one,five,three,five,five,three,five,one,one,unknown,seven,one,nine
two,four,five,four,one,five,one,two,zero,one,one,eight,one,seven
two,one,three,three,five,one,three,seven,five,two,three,seven,one,six
two,five,two,four,four,five,one,two,zero,three,three,three,one,one
one,one,four,five,one,five,three,three,one,two,one,seven,one,nine
two,one,five,four,one,five,two,two,zero,one,one,seven,one,eight
two,one,three,six,one,four,two,two,zero,one,one,seven,one,seven
one,one,six,three,two,two,two,two,zero,two,three,seven,one,eight
two,three,five,three,four,five,one,four,three,one,one,three,one,four
one,three,five,six,one,five,one,one,zero,one,one,seven,one,six
two,one,three,three,four,two,two,four,two,two,one,seven,one,five
one,three,two,three,seven,two,one,two,zero,two,three,seven,one,six
two,two,two,four,one,two,one,four,two,three,one,seven,one,one
two,two,three,six,one,five,one,two,zero,two,three,seven,one,six
one,two,five,five,one,four,two,two,zero,one,one,seven,one,nine
two,one,four,five,one,two,two,two,zero,one,one,seven,one,nine
two,five,five,three,four,three,one,one,zero,two,unknown,seven,one,three
two,five,four,six,one,three,one,one,zero,one,one,five,one,eight
one,five,three,four,seven,unknown,one,one,zero,unknown,five,seven,one,three
two,one,five,six,four,five,two,two,zero,two,three,seven,one,eight
two,three,four,six,one,five,one,one,zero,two,five,seven,one,five
two,one,three,six,one,three,two,two,zero,one,one,seven,one,nine
one,five,three,four,seven,two,one,one,zero,two,three,seven,one,four
one,three,three,five,seven,two,one,two,zero,two,three,five,one,four
two,five,six,four,five,two,one,three,zero,three,one,seven,one,one
two,two,two,five,one,one,one,two,zero,two,three,seven,one,five
one,three,five,five,nine,four,one,one,zero,two,unknown,seven,one,one
one,one,three,six,one,two,two,two,zero,one,one,seven,one,nine
two,one,four,five,one,five,two,two,zero,one,one,seven,one,nine
two,three,four,four,one,five,one,one,zero,two,three,seven,one,six
two,two,four,four,one,five,two,two,zero,one,one,seven,one,seven
two,five,four,five,one,four,one,one,zero,two,three,seven,one,eight
one,three,three,four,seven,unknown,one,one,seven,unknown,five,three,one,four
two,one,six,four,eight,five,three,two,zero,one,one,seven,unknown,five
one,three,four,three,three,five,one,three,one,three,one,six,three,five
two,one,five,five,one,unknown,two,two,zero,one,two,seven,one,seven
one,two,three,five,one,two,two,two,zero,one,one,seven,one,nine
one,five,three,four,seven,two,one,unknown,zero,unknown,five,seven,one,two
one,one,four,three,three,five,two,seven,five,two,three,eight,one,five
two,one,four,three,four,five,two,three,zero,one,one,seven,one,seven
two,one,five,three,one,three,two,two,zero,one,one,seven,one,nine
one,five,six,five,eight,five,one,unknown,zero,two,three,seven,one,six
one,one,three,six,one,two,two,two,zero,two,three,two,one,seven
two,one,three,six,four,two,two,two,zero,two,three,seven,one,seven
two,one,four,five,one,four,two,two,two,one,one,seven,one,nine
one,two,five,three,one,five,one,three,one,one,one,seven,one,nine
one,one,three,four,three,two,two,two,zero,two,one,seven,one,eight
two,one,four,four,one,five,two,two,zero,one,one,seven,one,nine
one,five,three,six,one,two,one,unknown,zero,two,three,seven,one,five
one,five,three,five,one,two,one,one,zero,two,three,seven,one,five
one,unknown,four,three,three,five,one,two,zero,two,three,seven,one,two
one,one,five,three,one,unknown,two,three,one,one,one,seven,one,nine
two,five,two,four,six,five,one,three,zero,three,one,seven,one,one
one,five,two,four,one,five,one,six,zero,three,one,five,one,two
one,unknown,four,six,four,two,two,four,zero,two,three,two,three,six
one,five,two,four,seven,two,one,unknown,zero,unknown,five,seven,one,two
one,three,five,six,one,unknown,one,two,zero,one,one,seven,one,nine
one,five,four,three,one,five,one,unknown,zero,one,five,two,one,five
one,five,three,five,one,two,one,three,zero,two,one,eight,one,nine
one,five,six,five,eight,five,one,one,zero,one,one,seven,one,six
one,two,three,three,three,five,three,one,zero,two,three,seven,one,four
two,one,five,four,one,five,two,three,zero,two,three,seven,one,eight
one,five,two,three,seven,four,one,four,zero,two,three,three,one,one
two,five,two,three,seven,two,one,unknown,zero,two,five,seven,one,one
one,one,seven,five,eight,unknown,three,two,zero,one,one,seven,one,seven
two,one,four,six,five,five,three,four,two,one,one,seven,one,eight
two,one,six,five,five,five,three,two,zero,one,one,seven,one,eight
two,one,three,four,five,two,three,three,one,one,one,seven,one,nine
two,one,four,five,one,five,two,two,zero,one,one,seven,one,nine
one,one,seven,three,eight,five,three,two,zero,one,one,seven,one,six
two,five,two,four,three,unknown,one,four,zero,two,unknown,two,one,four
two,one,five,six,one,five,two,five,one,one,one,seven,one,eight
two,four,seven,four,eight,five,one,one,zero,two,three,seven,unknown,eight
two,one,seven,four,eight,five,three,three,zero,one,one,seven,one,seven
one,one,seven,one,eight,five,three,two,zero,one,one,seven,one,two
two,five,two,five,one,five,one,five,two,three,one,seven,one,one
two,one,two,three,two,two,two,two,zero,two,three,seven,one,three
two,one,three,four,four,two,two,five,three,two,one,seven,one,six
one,five,two,three,three,five,one,three,zero,three,one,seven,one,one
two,five,four,four,four,five,one,two,zero,one,one,two,one,eight
two,five,two,three,five,four,one,five,one,two,one,one,one,two
two,five,two,four,one,five,one,one,zero,one,one,seven,one,two
two,one,three,six,one,two,two,two,zero,one,two,seven,one,nine
two,five,two,four,one,five,one,two,zero,one,one,seven,one,three
two,one,five,six,one,one,two,three,one,one,one,seven,one,nine
one,five,two,five,one,four,one,two,zero,two,three,seven,one,four
two,one,three,five,four,two,two,two,zero,two,three,two,one,two
two,one,seven,three,five,five,three,two,zero,one,one,seven,one,four
two,one,three,six,nine,two,three,two,zero,one,two,seven,one,eight
two,four,six,three,eight,five,one,one,zero,one,one,seven,one,six
two,one,five,three,eight,five,three,two,zero,one,one,seven,one,nine
two,one,five,four,eight,five,three,two,zero,one,two,seven,one,eight
two,one,two,three,seven,two,two,two,zero,two,three,seven,one,four
two,five,two,four,two,five,one,four,two,two,two,three,one,one
one,one,five,five,one,five,two,four,two,two,two,seven,one,eight
one,two,four,six,one,four,one,two,zero,one,one,seven,one,six
two,five,four,four,four,four,one,one,zero,two,three,seven,one,three
one,five,three,five,nine,five,one,one,zero,three,one,eight,one,one
two,three,four,four,four,five,one,two,zero,one,one,seven,one,three
one,five,two,three,two,five,one,five,one,two,three,three,one,four
one,five,three,three,seven,two,one,one,zero,two,three,seven,one,two
one,one,six,five,eight,five,three,three,zero,one,one,seven,one,seven
two,five,four,five,one,five,one,one,zero,one,one,seven,one,seven
one,five,one,two,three,five,one,five,one,three,one,two,one,six
one,five,one,two,six,five,one,four,two,three,one,seven,one,one
two,five,one,two,six,four,one,unknown,zero,three,one,two,one,one
two,five,one,two,six,three,one,four,one,three,three,seven,one,one
two,five,one,two,six,five,one,three,one,three,one,seven,one,one
two,one,four,five,one,two,two,two,zero,two,three,one,one,eight
one,five,two,three,seven,two,one,one,zero,unknown,five,seven,one,three
one,five,four,three,four,two,one,two,zero,two,three,seven,three,four
two,one,seven,three,five,five,three,two,zero,two,unknown,seven,one,seven
two,three,four,six,one,four,one,one,zero,one,one,seven,one,one
two,five,three,two,three,three,one,two,zero,two,five,seven,one,two
one,five,two,four,seven,one,one,one,zero,unknown,five,seven,one,three
one,five,five,four,one,five,one,one,zero,two,one,three,one,four
two,one,four,four,four,five,two,two,zero,two,three,seven,one,six
two,one,three,three,two,five,two,two,zero,one,one,eight,one,four
one,five,four,four,one,five,one,one,zero,one,one,two,three,nine
two,three,five,three,one,five,one,one,zero,two,three,seven,one,six
one,five,two,two,six,five,one,four,one,three,one,seven,one,nine
two,three,three,four,four,five,one,two,zero,two,one,three,one,three
one,five,two,two,six,five,one,three,zero,three,three,seven,one,one
two,two,three,three,five,three,one,four,three,two,one,seven,one,one
one,five,five,four,one,five,one,one,zero,two,three,seven,one,eight
two,one,five,three,five,five,three,three,one,one,one,seven,one,nine
two,five,three,five,three,two,one,one,zero,two,three,seven,one,two
one,five,two,three,six,five,one,four,one,three,one,seven,one,eight
one,one,two,three,seven,two,two,two,zero,two,three,seven,one,five
one,one,four,four,two,five,two,two,zero,one,one,seven,one,six
two,unknown,five,six,one,five,two,five,zero,one,one,seven,one,nine
one,two,two,one,six,unknown,three,two,zero,one,one,eight,three,nine
two,three,three,five,one,five,one,two,zero,one,one,seven,one,seven
one,one,seven,four,eight,five,three,two,zero,one,one,seven,one,three
one,four,seven,five,eight,five,one,one,zero,two,three,seven,one,two
one,one,seven,four,one,five,three,two,zero,one,one,seven,one,eight
one,one,seven,four,eight,five,three,two,zero,one,one,seven,one,five
two,one,three,five,one,five,two,seven,five,one,five,seven,one,eight
two,five,four,four,four,five,one,two,zero,two,three,seven,one,five
one,one,seven,four,eight,five,one,three,zero,one,one,seven,one,five
two,five,six,six,eight,five,one,unknown,zero,three,two,seven,one,six
two,three,five,four,one,five,one,one,zero,one,one,three,one,five
two,one,six,three,one,five,two,three,zero,one,one,seven,one,six
one,five,two,four,seven,two,one,unknown,zero,unknown,five,seven,one,two
one,five,three,four,four,five,one,three,zero,two,three,seven,one,one
one,five,two,four,six,three,one,four,zero,two,two,seven,one,two
one,one,four,five,one,two,two,two,zero,two,three,seven,one,five
one,five,two,three,seven,two,one,unknown,zero,unknown,unknown,five,one,two
two,two,three,three,three,five,two,two,zero,one,one,eight,one,eight
two,two,four,five,four,four,one,two,zero,one,one,two,one,four
two,three,five,four,one,four,one,one,zero,one,two,seven,unknown,seven
two,one,seven,three,five,five,one,two,zero,one,two,seven,one,four
one,five,two,three,four,five,one,three,zero,three,three,seven,one,five
one,five,three,five,one,five,one,one,zero,two,three,two,one,six
two,three,four,three,two,four,one,one,zero,two,three,three,one,three
two,one,six,four,one,five,two,two,zero,one,one,seven,one,six
two,five,two,four,six,five,one,three,zero,three,one,seven,one,five
one,five,one,two,six,five,one,three,one,three,one,seven,one,one
one,three,four,six,eight,five,one,one,zero,one,one,seven,one,seven
two,one,four,five,four,four,two,three,one,two,three,two,one,six
two,one,three,four,three,five,two,three,one,two,one,five,one,six
one,five,six,four,one,five,one,one,zero,two,three,seven,one,two
two,five,three,three,two,five,one,five,two,three,one,three,one,one
two,unknown,five,four,eight,five,three,one,zero,unknown,five,seven,one,one
two,four,six,six,one,five,one,one,zero,one,one,seven,one,seven
two,five,three,four,one,five,one,two,one,one,one,two,one,six
two,four,seven,four,eight,unknown,one,one,zero,one,one,seven,one,one
two,one,five,six,nine,five,two,three,zero,one,one,seven,one,six
two,one,seven,five,eight,five,one,two,zero,one,one,seven,one,seven
two,one,six,four,five,five,three,two,zero,one,one,seven,one,seven
two,five,four,five,one,five,one,one,zero,two,one,seven,one,four
two,one,five,five,four,five,two,three,zero,one,one,eight,one,six
two,one,three,two,nine,five,three,four,zero,two,one,eight,one,six
two,two,three,five,one,two,one,two,zero,two,unknown,seven,one,seven
two,three,four,four,two,five,one,unknown,zero,two,three,seven,one,three
one,one,six,three,eight,five,three,two,zero,two,three,seven,one,eight
one,one,four,four,five,four,three,three,one,two,three,seven,one,seven
two,one,five,three,unknown,five,two,two,zero,two,one,five,one,six
two,one,four,three,four,five,two,four,two,one,one,three,one,eight
one,three,four,six,one,five,one,one,zero,two,three,three,one,six
two,three,six,three,eight,unknown,one,one,zero,one,two,seven,one,two
one,five,two,three,seven,five,one,one,zero,two,three,seven,one,three
one,unknown,four,three,nine,five,two,three,one,two,one,five,two,four
one,one,two,three,seven,unknown,three,three,one,two,three,three,one,three
two,two,four,five,one,five,one,two,zero,one,two,seven,one,seven
one,three,six,four,three,five,one,two,one,one,five,seven,one,seven
one,one,six,six,eight,five,three,unknown,zero,one,one,seven,one,eight
one,one,two,three,six,five,one,five,two,three,one,six,one,two
one,one,four,six,one,five,two,five,two,one,one,seven,one,nine
two,one,three,two,four,five,two,four,two,two,three,five,one,four
one,three,five,four,three,five,one,one,zero,two,three,seven,one,one
one,five,two,three,seven,one,one,one,zero,unknown,five,seven,one,one
one,five,two,four,one,five,one,three,zero,two,three,seven,one,four
two,one,five,four,four,two,two,two,zero,one,two,seven,unknown,eight
two,three,four,four,one,five,one,three,zero,three,one,seven,one,four
two,one,three,four,five,five,one,four,two,one,one,seven,one,six
one,five,four,three,eight,five,one,three,zero,three,one,seven,one,one
two,two,three,four,four,five,one,two,zero,two,three,seven,one,four
one,one,four,four,two,five,two,three,one,two,three,seven,one,seven
one,five,two,three,seven,two,one,one,one,unknown,unknown,seven,one,two
two,five,four,six,four,five,one,one,zero,two,three,seven,one,three
two,five,two,five,one,unknown,one,one,zero,one,four,seven,one,four
two,one,three,four,one,two,two,three,one,two,three,seven,one,five
one,five,three,four,one,two,one,three,zero,two,three,seven,one,four
two,five,three,three,four,unknown,one,one,zero,two,unknown,seven,one,two
two,three,three,three,one,two,one,one,zero,two,three,seven,one,four
one,four,four,four,one,five,one,unknown,zero,two,three,seven,one,three
one,five,three,five,four,one,one,one,zero,two,three,seven,one,three
two,one,four,three,five,five,three,four,two,one,one,seven,unknown,seven
two,three,three,five,one,three,one,one,zero,two,one,seven,one,six
two,one,three,four,five,two,three,six,four,one,one,eight,one,seven
one,five,two,three,six,five,one,unknown,zero,three,five,seven,one,one
one,two,three,four,seven,two,three,two,zero,two,three,seven,one,two
two,one,three,three,unknown,five,two,two,zero,two,three,three,one,five
one,three,two,four,seven,two,one,two,one,one,four,seven,one,six
one,five,two,three,seven,two,one,unknown,zero,two,five,five,one,one
two,five,two,two,six,two,one,three,zero,three,one,seven,one,one
two,one,three,five,one,five,three,two,zero,two,three,seven,one,six
one,five,two,three,seven,unknown,one,one,zero,unknown,five,seven,one,two
one,one,two,three,seven,two,two,two,zero,two,three,seven,one,two
two,one,six,four,one,five,two,unknown,zero,one,one,three,one,eight
two,one,four,four,one,two,two,two,zero,two,three,one,one,six
two,five,four,four,one,five,one,one,zero,two,one,seven,one,seven
two,two,three,four,one,two,one,four,one,two,one,eight,one,four
one,five,two,five,two,five,one,two,zero,two,two,seven,one,nine
two,five,three,unknown,one,two,one,two,zero,one,one,seven,one,nine
two,one,five,six,one,five,three,two,zero,two,one,one,one,four
two,two,three,three,five,five,three,three,one,three,one,four,three,three
two,four,seven,four,eight,five,one,one,zero,unknown,unknown,seven,one,one
two,five,two,three,six,five,one,three,zero,two,one,three,one,five
two,five,six,four,nine,two,one,unknown,zero,two,unknown,seven,one,three
one,one,five,three,eight,five,three,four,one,one,one,seven,one,eight
two,one,three,three,five,five,three,four,two,two,three,three,two,six
two,two,three,four,six,five,one,three,zero,two,three,three,one,two
one,three,four,six,one,two,one,two,one,two,one,seven,one,seven
one,one,seven,three,eight,five,three,two,zero,two,three,seven,one,five
two,one,three,four,four,four,two,four,two,two,five,seven,one,six
two,one,four,three,three,five,two,three,zero,two,three,seven,one,two
two,five,two,five,one,five,one,three,zero,three,one,seven,one,four
two,one,three,four,four,four,two,three,one,two,one,three,one,six
two,one,four,three,three,five,two,three,zero,one,one,seven,one,eight
two,three,five,five,one,four,one,two,zero,two,unknown,seven,one,six
one,one,four,six,one,five,three,four,two,one,one,seven,one,eight
two,two,three,four,five,five,one,two,zero,two,one,three,one,seven
one,one,two,three,seven,one,two,two,zero,two,one,seven,one,seven
one,one,six,five,eight,unknown,three,two,zero,one,one,seven,one,eight
